id,ingestion_date,link,date,post_message,like,comments,saved,share,engagement,video_views,reach,impression,type,username
8495879833,25 May 2023,https://www.instagram.com/p/CopFvI1hiDr/,2/14/23 12:00,"Enam orang anak SMA harus berjuang menemukan sisa-sisa tubuh korban pembunuhan supaya bisa lepas dari jebakan lingkaran waktu. Tonton film Re/Member, sekarang!","39,716",454,48,78,"40,296","2,127","5,665,028","9,233,996",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/Coo3_R0hE1W/,2/14/23 10:00,"Mau dibukain juga gimana, ya…","6,877",137,135,53,"7,202",0,"624,125","1,198,320",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CooqU3OtQlA/,2/14/23 8:01,"Ini dia satu hal yang disukain para cast, sutradara, dan produser dari film Dear David. Kalau kamu, apa?","2,889",68,,109,"3,222",0,"260,273","499,724",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoochKPvcxK/,2/14/23 6:00,"Nggak sabar banget liat officiallymcconaughey, sang pemenang Piala Oscar, jadi Agen Elvis!

Dari studio yang juga membuat Spider-Man: Into The Spider-Verse, serial animasi terbaru Netflix, Agent Elvis, bakal tayang tahun ini!",810,4,182,99,"1,095","1,039","333,241","523,188",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CooO4xdt2h6/,2/14/23 4:00,"Ayo kasih tau, judul apa yang kamu liat pertama kali? No fek fek, ya guys ??","3,224",464,61,127,"3,876","1,080","750,743","1,471,456",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/ComuqMjPGdI/,2/13/23 14:00,"Film masak-memasak dari Thailand yang bikin TEGANGGG ??
Aoy, yang bekerja di restoran keluarga, dapet kesempatan gabung dengan jajaran chef ternama. Bakal kayak apa perjuangan Aoy? Tonton di film Hunger, bulan April nanti!","23,150",303,172,191,"23,816",0,"2,278,239","3,622,400",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/Comg7vOsU81/,2/13/23 12:00,"Mumpung lagi rame, ini dia Joe dari season ke season.","6,202",129,47,154,"6,532","1,320","892,528","1,713,654",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/ComTNvJtr7Q/,2/13/23 10:00,"Sebuah bekal sebelum kamu dibuat tegang nggak karuan sama film thriller, Unlocked.","8,231",96,188,33,"8,548",0,"1,305,963","2,272,376",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/ComFgp4Pez5/,2/13/23 8:00,"Kira-kira siapa ya yang udah nyontek tapi nilainya masih jelek juga? shenacinnamon, mahiraemir atau caitlinnorthlewis?","2,046",16,150,58,"2,270",0,"278,166","495,135",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Col3vjHvoV_/,2/13/23 6:00,"3 hari lagi, tonton perjuangan Naysila Mirdad melindungi bayinya dari serangan-serangan gaib! Film horor, Inang, tayang tanggal 16 Februari.","11,455",158,17,136,"11,766",0,"2,050,343","3,731,624",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/ColqF71M3Dw/,2/13/23 4:01,"Laras nggak usah salting-salting gitu, ah ??","11,117",243,86,60,"11,506",0,"1,657,209","2,800,683",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CokJ80dMDNh/,2/12/23 14:01,Maksudnya mau keren eh tapi malah plot twist ??,"1,953",22,30,72,"2,077","1,041","609,695","1,146,227",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Coj8JnjA7XK/,2/12/23 12:00,"Niatnya Kwang-soo sih baik, tapi…","19,213",464,160,104,"19,941","1,290","2,338,182","2,899,346",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Cojub0jNbhG/,2/12/23 10:01,"Tonton aksi bak-bak-bik-buk Bob Odenkirk jadi pria paruh baya yang balik lagi jadi jagoan buat ngelindungin keluarganya. Film Nobody, sudah tayang, sekarang! ????","10,375",254,190,84,"10,903",0,"1,051,812","1,398,910",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CojZ3KuLc5J/,2/12/23 7:01,"Dari cerita-cerita rahasia jadi sebuah karya ?? Yuk, hari ini kesempatan terakhir buat kamu yang mau liat instalasi loker Dear David karya para seniman. Aku tunggu di Senayan City, Jakarta, ya!","7,063",146,114,160,"7,483",0,"683,123","990,528",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CojTAnCv-Ne/,2/12/23 6:00,Nasihat buat Su-yeong tapi juga bakal aku catet buat diri sendiri.,"11,979",113,179,134,"12,405",0,"2,010,975","2,413,170",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CojFRqqPT8t/,2/12/23 4:00,"Monster bersejarah pelindung umat manusia, bakal hadir di serial anime GAMERA -Rebirth-, segera tayang di Netflix!","2,431",14,90,35,"2,570",0,"141,504","224,991",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CohXZDuO-Fy/,2/11/23 12:01,"Satu lagi serial yang bakal bikin kamu deg-degan. Tentang Xiaoqi, jaksa yang berjuang menyelesaikan kasus pembunuhan berantai yang bikin heboh satu negara. Tonton Copycat Killer, tayang tanggal 31 Maret nanti.","14,091",125,65,124,"14,405","1,900","2,867,435","3,469,596",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CohJqITPhOW/,2/11/23 10:00,"Kasih aku analisis terbaik kamu ??
Jadi, ini siapa pelakunya, gaes?","3,340",97,160,72,"3,669","1,478","596,834","1,092,206",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Cog74Jau5TF/,2/11/23 8:00,"Ketika Reese Witherspoon dan Ashton Kutcher tukeran rumah biar lebih kenal satu sama lain ??
Film rom-com, Your Place or Mine, sudah tayang guys ❤️❤️","8,178",80,21,37,"8,316","2,436","1,484,080","2,701,026",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoguOaKukC_/,2/11/23 6:00,"Anak-anak Lockwood & Co. boleh serius kalo soal perhantuan, tapi ternyata chill banget kalo lagi di balik layar ??","7,670",37,10,138,"7,855",0,"1,309,036","1,714,837",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoggZgoP1z_/,2/11/23 4:00,Sobat OVT & neting kayak Sang-su mana suaranya?? ??????,"6,558",214,34,102,"6,908",0,"815,144","1,402,048",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CofAT8ihiJc/,2/10/23 14:00,"Bakal sekocak apa hubungan Kim Ok-vin & Yoo Teo, dua orang yang sifatnya bertolak belakang tapi harus pura-pura pacaran? Drakor rom-com, Love to Hate You, bisa kamu tonton, sekarang!","8,498",78,169,16,"8,761",0,"528,025","945,165",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoeynDnvZwE/,2/10/23 12:00,Ekspresiku tiap liat para bocil pada ngumpul main lato-lato.,"2,735",32,93,176,"3,036","1,058","693,724","1,304,201",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Coek1U8oI4Z/,2/10/23 10:00,"Jujur, ikutan shock kayak shenacinnamon waktu tau mahiraemir dan caitlinnorthlewis nggak paham apa itu SPP ??

Tonton lengkapnya di YouTube Netflix Indonesia ya.","2,497",20,,93,"2,757",0,"464,113","867,891",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoeXKSGPQD1/,2/10/23 8:00,"Aku mau ngundang kalian semua ke Senayan City buat experience langsung ✨ rahasia✨ teman-temanku termasuk para karakter di film Dear David! Di sana ada loker-loker hasil desain para seniman yang bisa kamu buka isinya. Yuk, ah! Aku tunggu kalian di sana sampe tanggal 12 Februari, ya!","6,500",78,82,133,"6,793",0,"448,474","713,074",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoeJZ3xvCjr/,2/10/23 6:00,"Rasanya pengen bilang “FYUHHHH”, tiap kedatengan sesuatu yang emang udah ditunggu-tunggu.","3,081",25,73,19,"3,198",0,"346,503","641,031",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Cod7sFxPwDL/,2/10/23 4:00,Biasanya sih besok paginya udah lupa lagi ??,"3,623",17,8,122,"3,770","1,218","553,883","952,679",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/Cocd0rMJTRz/,2/9/23 14:21,"Idris Elba bakal kembali jadi detektif John Luther di film Luther: The Fallen Sun, yang juga dibintangi Andy Serkis, Cynthia Erivo dan, Martin Schneck. Tungguin, tayangnya tanggal 10 Maret di Netflix!","2,658",17,150,95,"2,920","1,187","519,393","742,732",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CocNv1jrKlP/,2/9/23 12:00,"Setelah pindah negara dan ganti identitas, apakah hidup Joe Goldberg makin meresahkan? Yok, cari tau di You Season 4 Part 1, sudah tayang sekarang!","7,965",121,194,103,"8,383","1,590","870,232","1,148,706",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CocADI1vCGT/,2/9/23 10:00,"Biar kamu nggak pusing, aku bantu jembrengin posisi para karakter utama di The Interest of Love pake diagram.","13,433",629,153,161,"14,376","2,445","1,772,642","3,155,303",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CobyBYTLbyi/,2/9/23 8:00,"Saatnya melepas rasa penasaran tentang rahasia terdalam Laras, David, dan Dilla karena film Dear David, UDAH TAYANG!","9,959",345,6,106,"10,416",0,"1,293,667","2,380,347",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CobkmtFPa37/,2/9/23 6:00,Dua karakter kesayangan yang sama-sama doyan biskuit ????,"3,678",27,116,82,"3,903",0,"415,279","560,627",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CobW2k-P9k7/,2/9/23 4:00,"Ya, beginilah keseharian Aki Hayakawa sebagai bapak kos ??☕????","3,590",51,38,47,"3,726","2,181","773,938","959,683",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CobJLVDPXnu/,2/9/23 2:01,"Makin greget aja pemirsa, gelut antara Moon Dong-eun dengan Park Yeon-jin dkk ?? Aku juga pengen cepet-cepet 10 Maret buat nonton The Glory Part 2.","42,937","1,040",166,10,"44,153","1,867","4,516,394","6,955,247",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoZ2vp2vLVp/,2/8/23 14:00,"Drakor romantis benci tapi cinta antara pengacara badass dan aktor ternama, dibintangi Kim Ok-vin dan Yoo Teo, tayang DUA HARI lagi. Tandain, 10 Februari!","2,780",36,121,142,"3,079","1,581","783,608","1,386,986",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoZpC7zPPBX/,2/8/23 12:00,"Update judul-judul adaptasi dari buku ke layar yang ada di Netflix, silakan di-save yaa ??","9,820",62,32,96,"10,010","1,404","1,658,889","3,151,889",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoZbPBOPJft/,2/8/23 10:00,"Tonton aksi Jeon Do-yeon ngejalananin dua hidup yang berbeda, jadi ibu dan jadi pembunuh ??

Kill Boksoon film yang disutradarai Byun Sung-hyun (The Merciless, Kingmaker), akan tayang 31 Maret di Netflix!","4,761",42,133,157,"5,093","1,270","1,129,897","1,627,052",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoZNkwWv8QC/,2/8/23 8:00,Sebuah rangkuman kalo ada yang nanya-nanya The Interest of Love ceritanya tentang apa.,"31,313","1,633",196,148,"33,290","1,151","5,048,256","7,774,314",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoY_3IiP2XI/,2/8/23 6:01,"Aku persembahkan kompilasi keakraban Denji dan Pochita yang bakal bikin kamu gemes, terharu, sama senyum-senyum sendiri.","7,284",82,99,80,"7,545","1,086","749,307","944,127",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoYyCduvH2V/,2/8/23 4:00,"Aku mau ngenalin kamu sama Corey Mylchreest yang bakal jadi King George muda di serial prekuel Bridgerton, #QueenCharlotte: A Bridgerton Story.","2,534",32,48,162,"2,776","1,096","444,289","697,534",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoYkU5KP-3N/,2/8/23 2:00,"Terwajib ditunggu ??️ Film terbaru dari Song Joong-ki, Choi Sung-eun, Cho Han-cheul, Kim Sung-ryoung, Lee Il-hwa, Lee Sang-hee, Seo Hyun-woo.

MY NAME IS LOH KIWAN, tayang segera!","11,102",308,85,44,"11,539",0,"1,440,298","2,606,939",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoXSiAgSYyI/,2/7/23 14:06,"Yang kangen berat sama BERLIN, siap-siap dia akan ngelakuin aksi perampokan lagi bulan Desember nanti! ??

#BERLINnetflix","20,402",520,91,,"21,112","2,327","3,040,601","5,381,864",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoXLqJ8vf5m/,2/7/23 13:05,"Semuanya, siap berlayar bareng Monkey D. Luffy dkk? ONE PIECE tayang tahun ini! ??‍☠️","25,635",403,185,180,"26,403",0,"3,473,579","5,766,141",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoXENPRsPT9/,2/7/23 12:00,"DUA HARI LAGI, kita bakal liat siapa yang jadi penipu di antara mereka.
Tonton You Season 4, tayang tanggal 9 Februari.","3,269",54,76,27,"3,426",0,"393,134","644,740",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoW2fdrPvvM/,2/7/23 10:00,"Icip-icip dulu beberapa gambar dari film Hunger. Bercerita tentang Aoy, tukang masak di restoran milik keluarga yang dapet kesempatan bergabung sama tim chef nomor satu di Thailand. Tayang bulan April nanti ????️????‍??","12,149",93,85,40,"12,367","1,185","1,647,717","2,010,215",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoWosL9PGqF/,2/7/23 8:00,"Dua-duanya film perang, dua-duanya bikin nyesek ??","6,258",81,42,146,"6,527",0,"1,187,979","2,375,958",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoWa-rJP63m/,2/7/23 6:00,Cuma nonton aja udah ikut berasa capeknya kok… ??,"4,753",40,122,25,"4,940",0,"313,147","607,505",Picture,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoWGZX-Poye/,2/7/23 3:00,"DUA HARI LAGI, kita bakal tau apa rahasia yang disimpan sama Laras, David, dan Dilla. Film Dear David, tayang 9 Februari di Netflix.","7,271",50,17,86,"7,424","1,992","1,612,308","3,127,878",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoUtLiOPYBn/,2/6/23 14:01,"Liat recap kehidupan Joe di masa lalu dulu, sebelum nonton kehidupan barunya di You Season 4 Part 1, tanggal 9 Februari nanti.

#YouNetflix","11,616",169,200,110,"12,095","1,211","1,893,121","3,294,031",Reels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoUfaSBvVF7/,2/6/23 12:00,"Kayaknya, Drake pegang peranan penting banget ya di hidupnya Jonah Hill ??",913,3,10,142,"1,068",0,"74,942","127,401",Carousels,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoURqSxP_6o/,2/6/23 10:00,"Sebuah kisi-kisi sebelum masuk lebih dalam ke fantasi rahasianya Laras ????????

Film Dear David, tayang tanggal 9 Februari di Netflix!","28,225",291,15,44,"28,575","1,772","2,443,637","4,422,983",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/reel/CoUD789PlWH/,2/6/23 8:00,Pengalaman nonton konsernya pasti bakal keinget terus berbulan-bulan ??,"4,306",33,187,175,"4,701","1,574","578,518","971,910",Videos,Netflixid
8495879833,25 May 2023,https://www.instagram.com/p/CoT2Or4vAWc/,2/6/23 6:00,Lucy bakal denger suara apa ya kalau berdiri deket kamu?,"14,132",179,100,20,"14,431","1,324","1,661,854","2,559,255",Reels,Netflixid
